Latitude,Longitude,Count
"40.80059814453125","-73.96530151367188",325217
"55.95000076293945","-3.200000047683716",145483
"37.750999450683594","-97.8219985961914",18063
"39.04560089111328","-77.38529968261719",6890
"39.90250015258789","-75.29290008544922",6781
"40.76940155029297","-73.96089935302734",5942
"39.92890167236328","116.38829803466797",5063
"37.41780090332031","-122.1719970703125",4817
"42.343101501464844","-71.12300109863281",4475
"39.95970153808594","-75.1968002319336",4440
"41.30939865112305","-72.92400360107422",4037
"38.71390151977539","-9.139399528503418",3664
"41.826698303222656","-71.39769744873047",3315
"25.041799545288086","121.49659729003906",3039
"54.94499969482422","-1.6174999475479126",2852
"37.4114990234375","-120.50389862060547",2839
"52.20000076293945","0.11670000106096268",2790
"32.83259963989258","-96.8467025756836",2716
"39.018001556396484","-77.53900146484375",2443
"38.71670150756836","-9.133299827575684",2135
"51.29930114746094","9.491000175476074",1884
"39.01380157470703","-77.39869689941406",1858
"32.737098693847656","-96.90550231933594",1587
"48.20000076293945","16.36669921875",1528
"35.995399475097656","-78.90190124511719",1500
"33.786598205566406","-118.29869842529297",1398
"42.32210159301758","-71.1333999633789",1370
"35.154701232910156","126.91560363769531",1363
"39.034400939941406","-94.57219696044922",1347
"40.75279998779297","-73.97250366210938",1346
"52.46670150756836","-1.916700005531311",1247
"52.46670150756836","-2.1333000659942627",6
"40.422401428222656","-86.8031005859375",1182
"35.689998626708984","139.69000244140625",1169
"39.567501068115234","-79.9363021850586",1155
"42.380001068115234","-71.13289642333984",1085
20,77,1069
"37.5984992980957","126.97830200195312",1065
"42.50960159301758","-82.93609619140625",1061
"52.516700744628906","13.399999618530273",1001
"52.516700744628906","-2.0833001136779785",48
"51.75","-1.25",1030
"51.75",0,17
"52.222801208496094","0.13050000369548798",1037
"55.17340087890625","-1.625499963760376",1023
"36.79669952392578","-119.92949676513672",1010
"35.180198669433594","136.9066925048828",983
"30.29360008239746","120.1613998413086",970
"52.1968994140625","0.1429000049829483",960
"32.06169891357422","118.77780151367188",941
"37.38850021362305","-122.0740966796875",931
"36.989898681640625","-122.060302734375",922
"39.048099517822266","-77.4728012084961",885
"42.05860137939453","-87.68450164794922",866
"48.25","11.649999618530273",864
50,"8.271100044250488",847
"26.937000274658203","-80.13500213623047",826
"37.291099548339844","127.00890350341797",793
"35.94660186767578","-78.79769897460938",779
"48.12990188598633","11.573200225830078",774
"37.33869934082031","-121.89140319824219",763
"40.714298248291016","-74.00599670410156",758
"32.06660079956055","34.76499938964844",752
"34.432899475097656","-119.83709716796875",731
"40.7317008972168","-73.9885025024414",730
"39.645599365234375","-79.94329833984375",729
"51.38330078125","-0.30000001192092896",717
"39.30540084838867","-76.5519027709961",702
"52.25","-0.8833000063896179",644
"52.25","-1.166700005531311",47
"52.25","0.41670000553131104",5
"38.984100341796875","-77.38269805908203",679
"53.49409866333008","-2.0866000652313232",676
"41.1864013671875","-8.651700019836426",654
"37.511199951171875","126.9740982055664",644
"50.93330001831055","6.949999809265137",638
"40.10300064086914","-74.94149780273438",635
"38.9995002746582","-77.52860260009766",626
"40.785499572753906","-111.73670196533203",625
"37.4536018371582","126.73169708251953",616
"38.92660140991211","-77.39360046386719",599
"40.3755989074707","-74.65969848632812",598
"41.820701599121094","-71.44920349121094",594
"23.5",121,584
"50.88330078125","4.699999809265137",569
"45.74850082397461","4.846700191497803",562
"30.037799835205078","-95.53260040283203",553
"42.44850158691406","-76.48040008544922",545
"42.324100494384766","-83.7113037109375",543
"40.76250076293945","-73.95030212402344",540
"37.866798400878906","-122.25360107421875",539
"42.53239822387695","-70.97360229492188",537
"47.55839920043945","7.573299884796143",534
"50.53329849243164","-3.5999999046325684",531
"52.08290100097656","-0.09459999948740005",505
"34.112098693847656","-118.15640258789062",486
"50.743099212646484","7.059000015258789",479
"36.08330154418945","140.11669921875",478
"-27.108800888061523","152.9490966796875",475
"42.33660125732422","-71.07260131835938",472
"40.32889938354492","-74.58570098876953",464
"42.44459915161133","9.50979995727539",451
"47.144901275634766","8.155099868774414",448
"38.26890182495117","140.8719024658203",447
"35.789398193359375","139.62330627441406",446
46,25,438
"51.49639892578125","-0.12240000069141388",434
"53.79999923706055","-1.583299994468689",421
"52.63330078125","-1.1332999467849731",400
"52.63330078125","13.199999809265137",4
"-26.230899810791016","28.058300018310547",388
"39.387001037597656","-74.62169647216797",385
"34.153900146484375","-117.99189758300781",375
"34.12229919433594","-117.71430206298828",356
"40.74489974975586","-73.97820281982422",354
"37.51110076904297","126.97429656982422",347
"42.01060104370117","-87.6686019897461",341
"43.713600158691406","7.259500026702881",339
"41.14120101928711","-73.26370239257812",335
"58.41669845581055","15.616700172424316",321
"58.41669845581055","14.16670036315918",8
"40.7588005065918","-73.96800231933594",327
"41.88249969482422","-87.64409637451172",318
"43.00790023803711","-71.49500274658203",315
"40.7400016784668","-73.93609619140625",313
"42.40719985961914","-76.51589965820312",311
"41.50740051269531","-81.60530090332031",309
"55.70000076293945","13.183300018310547",300
"37.72169876098633","-122.44439697265625",293
"41.8390007019043","-71.43730163574219",291
"22.25","114.16670227050781",289
"39.04869842529297","-77.60820007324219",282
"42.273399353027344","-83.71330261230469",280
"39.0098991394043","-121.4229965209961",277
"35.0443000793457","-106.67289733886719",276
"50.900001525878906","-1.399999976158142",273
"50.900001525878906","0.4000000059604645",3
"1.2855000495910645","103.85649871826172",267
"42.35820007324219","-71.05069732666016",264
"32.880699157714844","-117.23590087890625",260
"37.8916015625","-122.03810119628906",260
"42.16960144042969","-71.06060028076172",260
"37.40869903564453","-77.6082992553711",258
"32.8120002746582","-96.81430053710938",252
"36.147300720214844","-86.7770004272461",250
"48.85820007324219","2.33870005607605",240
"52.01839828491211","-1.4072999954223633",235
"50.68320083618164","10.918600082397461",230
"51.79710006713867","-1.1854000091552734",229
